ldr_dc,ldr_db,ldr_ec,ldr_eb,az,el
681,88,12,389,0,150
678,79,19,319,0,150
669,71,17,247,0,150
667,71,27,219,0,150
664,63,37,197,0,150
661,69,45,171,0,150
655,76,57,157,0,150
652,79,55,157,0,150
649,98,52,173,0,150
649,107,43,222,0,150
649,125,31,299,0,150
648,139,26,367,0,150
638,167,19,403,0,150
639,201,21,423,0,150
635,233,18,426,0,150
631,267,19,393,0,150
627,303,11,333,0,150
621,331,8,275,0,150
614,349,11,228,0,150
612,366,11,199,0,150
605,380,8,169,0,150
601,395,0,159,0,150
596,402,8,156,0,150
595,399,7,151,0,150
589,397,2,169,0,150
588,395,3,175,0,150
584,391,3,181,0,150
581,383,1,187,0,150
572,378,4,185,0,150
573,378,4,187,0,150
566,389,2,185,0,150
568,393,5,180,0,150
563,391,4,173,0,150
563,376,3,190,0,150
559,375,3,201,0,150
556,363,3,201,0,150
550,346,1,203,0,150
553,329,0,255,0,150
549,317,0,264,0,150
543,317,0,239,0,150
541,313,0,220,0,150
541,313,0,208,0,150
541,307,0,168,0,150
536,295,0,91,0,150
535,283,0,105,0,150
531,275,0,89,0,150
531,264,0,62,0,150
531,248,0,99,0,150
533,250,0,200,0,150
534,253,0,295,0,150
537,247,0,347,0,150
535,244,0,403,0,149
537,247,0,455,0,148
536,244,0,489,0,147
537,251,0,523,0,146
536,263,0,556,0,145
537,275,0,563,0,144
535,281,0,571,0,143
537,293,0,542,0,142
533,311,0,501,0,141
531,317,0,473,0,140
531,341,0,462,0,139
530,343,0,475,0,138
531,345,0,491,0,137
533,351,0,499,0,136
533,354,0,505,0,135
535,349,0,506,0,134
533,348,0,522,0,133
534,355,0,505,0,132
533,356,0,507,0,131
537,359,0,493,0,130
533,367,0,491,0,129
535,365,0,484,0,128
535,363,0,483,0,127
537,360,0,467,0,126
533,367,0,459,0,125
535,367,0,453,0,124
535,371,0,447,0,123
537,373,0,461,0,122
535,375,0,471,0,121
539,367,0,477,0,120
539,379,0,463,0,119
539,389,0,471,0,118
539,397,0,477,0,117
539,403,0,488,0,116
539,413,0,485,0,115
539,431,0,462,0,114
539,452,0,443,0,113
539,459,0,435,0,112
541,463,0,427,0,111
542,467,0,435,0,110
541,453,0,473,0,109
543,435,0,495,0,108
543,421,0,531,0,107
544,405,0,536,0,106
549,391,0,551,0,105
549,376,0,549,0,104
551,379,0,540,0,103
550,374,0,542,0,102
549,364,0,548,0,101
553,361,0,549,0,100
551,351,0,558,0,99
553,345,0,547,0,98
550,340,0,544,0,97
555,339,0,538,0,96
551,332,0,527,0,95
551,327,0,521,0,94
550,313,0,516,0,93
553,308,0,523,0,92
552,313,0,553,0,91
555,311,0,551,0,90
557,312,0,563,0,89
557,303,0,551,0,88
555,341,0,535,0,87
557,345,0,509,0,86
555,351,0,505,0,85
557,361,0,504,0,84
555,364,0,490,0,83
556,371,0,459,0,82
558,371,0,439,0,81
559,383,0,430,0,80
558,383,0,436,0,79
560,399,0,435,0,78
558,407,0,437,0,77
559,415,0,434,0,76
563,413,0,445,0,75
565,411,0,441,0,74
563,409,0,443,0,73
564,410,0,455,0,72
565,405,0,458,0,71
567,397,0,459,0,70
567,395,0,446,0,69
569,403,0,453,0,68
569,403,0,439,0,67
569,408,0,437,0,66
567,405,0,439,0,65
569,409,0,443,0,64
571,415,0,437,0,63
569,427,0,423,0,62
571,437,0,421,0,61
575,441,0,423,0,60
572,441,11,412,0,59
575,445,9,411,0,58
572,445,12,408,0,57
573,444,18,401,0,56
572,443,21,411,0,55
575,441,21,411,0,54
573,442,18,435,0,53
575,429,5,437,0,52
575,422,11,453,0,51
579,412,31,469,0,50
580,395,17,490,0,50
581,379,19,499,0,50
582,367,24,505,0,50
582,357,17,537,0,50
575,347,26,559,0,50
583,343,18,571,0,50
585,341,19,573,0,50
587,333,21,591,0,50
586,327,27,612,0,50
589,316,23,619,0,50
589,310,22,627,0,50
594,307,26,645,0,50
590,303,27,657,0,50
591,285,22,655,0,50
595,279,26,664,0,50
596,269,25,671,0,50
592,263,22,677,0,50
597,255,31,675,0,50
597,248,29,681,0,50
598,244,31,683,0,50
598,235,27,671,0,50
599,237,41,671,0,50
599,207,39,682,0,50
600,227,37,683,0,50
597,221,42,679,0,50
601,215,44,680,0,50
599,207,45,672,0,50
601,205,47,663,0,50
600,199,59,661,0,50
601,207,55,660,0,50
601,199,54,651,0,50
603,197,54,644,0,50
603,197,53,651,0,50
605,191,55,665,0,50
603,191,56,667,0,50
605,185,51,677,0,50
604,184,54,679,0,50
607,187,54,671,0,50
606,189,52,663,0,50
608,182,61,637,0,50
607,181,73,619,0,50
611,170,87,595,0,50
608,169,100,582,0,50
611,165,111,557,0,50
607,165,141,531,0,50
615,151,181,507,0,51
613,141,219,472,0,52
611,141,261,460,0,53
612,135,329,429,0,54
611,125,379,409,0,55
611,123,429,390,0,56
607,118,473,371,1,57
609,119,519,351,2,58
603,119,543,329,3,59
606,125,555,319,4,60
603,119,573,286,5,61
611,121,579,299,6,62
615,119,598,291,7,63
614,118,620,280,8,64
607,111,635,282,9,65
611,110,653,271,10,66
600,68,663,57,10,67
599,104,671,27,10,68
599,107,667,18,10,69
601,101,686,12,10,70
599,103,666,9,10,71
600,85,650,0,10,72
601,91,649,3,10,73
602,84,648,0,10,74
601,69,639,0,10,75
603,20,649,0,10,76
602,17,649,0,10,77
605,13,647,0,10,78
605,16,634,0,10,79
605,8,631,0,10,80
603,18,633,0,10,81
607,11,655,0,10,82
607,12,671,0,10,83
611,12,687,0,10,84
609,17,701,0,10,85
611,10,719,0,10,86
611,11,714,0,10,87
613,8,719,0,10,88
612,9,713,0,10,89
613,11,717,0,10,90
613,9,701,0,10,91
615,11,698,0,10,92
614,41,676,0,10,93
611,69,664,0,10,94
612,71,649,0,10,95
614,77,620,0,10,96
614,84,597,0,9,97
613,85,565,0,8,98
615,94,533,0,7,99
616,101,503,0,6,100
615,104,471,0,5,101
615,109,443,0,4,102
619,111,415,0,3,103
617,115,408,0,2,104
617,123,381,0,1,105
617,103,363,0,0,106
619,124,361,0,0,107
618,135,345,0,0,108
615,137,333,0,0,109
531,139,333,0,0,110
611,141,333,0,0,111
619,135,341,0,0,112
621,136,345,0,0,113
623,135,350,0,0,114
622,135,348,0,0,115
622,122,347,0,0,116
629,137,345,0,0,117
629,116,341,0,0,118
629,122,333,0,0,119
631,105,308,0,0,120
631,105,309,0,0,121
631,105,301,0,0,122
633,99,293,0,0,123
634,95,293,0,0,124
634,111,293,0,0,125
635,101,278,0,0,126
635,91,293,0,0,127
635,89,287,0,0,128
637,101,293,0,0,129
637,104,298,0,0,130
639,99,302,0,0,131
647,93,315,0,0,132
645,98,311,0,0,133
646,87,311,0,0,134
647,84,329,0,0,135
647,71,335,0,0,136
645,71,347,0,0,137
649,71,350,0,0,138
647,63,355,0,0,139
650,68,343,0,0,140
649,60,347,0,0,141
653,68,349,0,0,142
649,58,343,0,0,143
651,27,341,0,0,144
653,9,335,0,0,145
653,7,328,0,0,146
653,7,327,0,0,147
654,0,319,0,0,148
655,5,313,0,0,149
654,3,309,0,0,150
655,0,307,0,0,150
660,0,295,0,0,150
659,0,285,0,0,150
663,5,281,0,0,150
660,5,277,0,0,150
665,0,277,0,0,150
665,39,267,0,0,150
668,43,255,0,0,150
667,47,269,0,0,150
668,40,263,0,0,150
668,45,270,0,0,150
669,43,285,3,0,150
671,41,285,0,0,150
675,43,283,0,0,150
671,45,291,0,0,150
671,44,282,0,0,150
677,44,287,0,0,150
677,43,264,0,0,150
679,41,270,0,0,150
681,42,261,0,0,150
681,51,249,0,0,150
683,55,243,0,0,150
687,52,233,0,0,150
685,53,219,0,0,150
687,61,211,0,0,150
687,61,201,0,0,150
687,69,201,0,0,150
693,71,203,0,0,150
693,69,213,0,0,150
695,78,231,0,0,150
697,83,261,9,0,150
701,84,284,27,0,150
703,93,327,45,0,150
703,103,355,67,0,150
709,111,377,83,0,150
709,104,381,101,0,150
713,122,407,115,0,150
714,125,413,137,0,150
716,126,421,163,0,150
719,126,425,191,0,150
721,121,429,175,0,150
723,109,430,173,0,150
724,119,429,167,0,150
728,119,427,159,0,150
727,121,411,151,0,150
728,149,391,156,0,150
732,165,363,167,0,150
735,195,333,173,0,150
735,219,295,186,0,150
733,261,267,55,0,150
743,280,248,220,0,150
731,296,41,262,0,150
743,319,19,301,0,150
758,339,185,357,0,150
745,331,37,421,0,150
757,338,9,463,0,150
760,339,2,495,0,150
763,333,0,539,0,149
773,319,0,581,0,148
775,297,0,620,0,147
778,281,0,649,0,146
783,263,0,676,0,145
793,249,0,688,0,144
791,235,0,683,0,143
795,219,0,703,0,142
797,211,0,719,0,141
803,203,0,728,0,140
809,207,0,739,0,139
815,181,0,755,0,138
819,178,0,773,0,137
824,166,0,799,0,136
827,159,0,803,0,135
837,153,0,795,0,134
843,153,57,782,0,134
845,153,73,783,0,134
845,169,68,773,0,134
851,160,77,757,0,134
853,173,86,747,0,134
856,183,79,735,0,134
861,199,76,717,0,134
865,217,80,699,0,134
867,237,77,683,0,134
872,245,77,661,0,134
873,265,74,649,0,134
876,279,71,632,0,134
878,285,76,617,0,134
883,295,23,607,0,134
885,301,11,604,0,134
890,307,0,603,0,134
893,309,0,605,0,134
903,299,0,606,0,134
905,307,8,616,0,134
909,296,0,618,0,134
916,294,4,632,0,134
917,280,2,623,0,134
917,271,6,621,0,134
922,275,0,638,0,134
923,271,0,645,0,134
933,263,0,663,0,134
931,253,0,679,0,134
936,247,0,671,0,134
937,251,0,667,0,134
943,248,0,669,0,134
941,247,0,649,0,134
948,249,0,649,0,134
949,251,0,645,0,134
951,251,0,631,0,134
953,253,0,632,0,134
959,266,0,619,0,134
959,264,0,623,0,134
967,269,0,619,0,134
968,279,0,621,0,134
973,280,3,619,0,134
973,281,43,623,0,135
980,285,54,630,0,136
979,284,58,637,0,137
984,283,54,647,0,138
985,284,42,655,0,138
987,287,21,631,0,138
989,291,0,600,0,138
991,296,0,585,0,139
995,291,0,584,0,140
999,277,0,587,0,141
1001,253,0,593,0,142
1003,239,0,616,0,143
1005,221,0,649,0,144
1013,201,0,697,0,145
1016,153,0,775,0,145
1022,121,0,905,0,145
1031,75,7,1023,0,145
1045,79,11,1145,0,144
1047,73,18,1276,1,143
1051,71,17,1374,2,142
1053,71,29,1419,3,141
1062,68,21,1439,4,140
1059,76,0,1405,5,139
1063,73,0,1343,6,138
1065,85,0,1319,7,137
1066,87,0,1309,8,136
1069,103,0,1285,9,135
1071,99,0,1253,9,134
1067,105,0,1223,9,133
1069,105,0,1188,9,132
1069,117,0,1189,9,131
1071,111,0,1160,9,130
1071,111,0,1111,9,129
1079,149,0,1060,8,128
1079,159,0,1013,7,128
1081,179,0,949,6,128
1080,174,6,927,5,128
1085,191,0,921,4,128
1081,187,0,922,3,128
1085,180,0,923,2,128
1083,197,0,891,1,128
1093,180,10,889,0,128
1085,185,28,873,0,128
1087,186,35,857,0,128
1085,191,35,860,0,128
1094,175,37,856,0,128
1087,189,35,863,0,128
1095,183,31,852,0,128
1093,203,30,843,0,128
1099,203,33,828,0,129
1096,235,51,795,0,130
1099,252,28,767,0,131
1097,267,37,742,0,132
1101,292,33,729,0,133
1099,327,39,687,0,134
1101,379,37,589,0,135
1098,428,28,484,0,136
1097,490,25,363,0,137
1095,573,17,247,0,138
1093,655,10,187,0,139
1091,719,6,141,0,140
1093,797,4,108,0,141
1092,871,2,89,0,142
1096,933,10,67,0,143
1093,999,7,57,0,143
1095,1045,1,43,0,143
1096,1071,0,43,0,143
1099,1083,0,37,0,143
1095,1126,0,24,0,143
1099,1149,1,31,0,143
1099,1175,0,29,0,142
1101,1202,1,26,0,141
1100,1229,0,27,0,140
1102,1245,0,24,0,139
1101,1245,0,25,0,138
1107,1224,0,28,0,137
1103,1223,0,25,0,136
1109,1197,0,25,0,135
1105,1147,0,29,0,135
1109,1108,0,39,0,135
1108,1052,0,51,0,135
1111,987,0,59,0,135
1109,927,8,69,0,136
1113,875,0,87,0,137
1112,843,0,103,0,138
1114,806,0,117,0,139
1115,767,5,137,0,140
1117,715,3,159,0,141
1117,694,2,167,0,142
1119,668,5,199,0,143
1115,661,0,197,0,144
1125,637,6,223,0,145
1119,610,4,249,0,146
1123,583,6,283,0,147
1118,563,5,311,0,148
1125,534,8,329,0,149
1123,522,14,347,0,150
1127,493,18,367,0,150
1125,495,8,379,0,150
1129,489,10,395,0,150
1127,486,21,403,0,150
1131,485,11,405,0,150
1126,466,12,435,0,150
1128,459,13,445,0,150
1127,455,9,447,0,150
1130,443,11,447,0,150
1129,447,4,437,0,150
1131,455,6,411,0,150
1127,475,12,377,0,150
1129,476,3,365,0,150
1129,491,4,354,0,150
1131,495,2,367,0,150
1129,507,0,341,0,150
1129,503,0,349,0,150
1129,475,3,391,0,150
1135,435,3,443,0,150
1134,397,4,477,0,150
1140,368,5,532,0,150
1141,353,5,558,0,150
1143,335,11,594,0,150
1144,315,11,613,0,150
1146,304,17,628,0,150
1145,307,25,635,0,150
1151,293,27,635,0,150
1147,301,29,661,0,150
1149,311,47,667,0,150
1147,340,58,665,0,150
1148,327,61,621,0,150
1149,346,52,605,0,150
1149,334,71,558,0,150
1145,316,55,519,0,150
1147,327,62,491,0,150
1147,329,73,473,0,150
1147,311,69,446,0,150
1145,309,87,445,0,150
1151,301,76,440,0,150
1149,310,87,461,0,150
1157,317,87,443,0,150
1148,327,103,457,0,150
1157,317,87,457,0,150
1151,333,89,475,0,150
1159,317,91,469,0,150
1157,306,85,485,0,150
1158,299,92,486,0,150
1157,298,77,488,0,150
1159,293,89,483,0,150
1159,281,73,477,0,150
1159,281,75,471,0,150
1161,281,87,471,0,150
1160,283,68,445,0,150
1159,284,59,427,0,150
1161,292,60,405,0,150
1159,287,45,377,0,150
1161,295,57,371,0,150
1159,295,52,361,0,150
1163,297,41,350,0,150
1160,301,45,341,0,150
1165,291,37,361,0,150
1161,307,52,349,0,150
1164,298,37,340,0,150
1163,299,35,339,0,150
1164,303,39,328,0,150
1165,311,26,315,0,150
1171,311,30,303,0,150
1167,303,27,311,0,150
1171,313,33,301,0,150
1171,308,27,307,0,150
1174,310,31,302,0,150
1172,315,40,309,0,150
1174,308,28,301,0,150
1175,299,25,297,0,150
1179,299,26,297,0,150
1177,297,28,299,0,150
1180,295,28,295,0,150
1179,285,27,296,0,150
1186,283,22,287,0,150
1179,283,19,285,0,150
1181,286,27,285,0,150
1181,293,27,287,0,150
1184,297,27,280,0,150
1184,302,29,273,0,150
1183,312,27,269,0,150
1183,315,23,274,0,150
1184,309,24,297,0,150
1183,299,27,327,0,150
1190,298,30,355,0,150
1189,285,47,383,0,150
1193,281,36,427,0,150
1192,270,39,463,0,150
1193,265,38,491,0,150
1193,251,39,533,0,150
1197,237,39,564,0,150
1197,227,39,595,0,150
1199,205,37,621,0,150
1196,175,39,666,0,150
1198,159,44,701,0,150
1196,151,38,729,0,150
1204,145,37,775,0,150
1205,127,40,816,0,150
1209,109,39,895,0,150
1209,91,37,973,0,150
1212,71,30,1071,0,150
1215,57,22,1163,0,150
1226,51,29,1269,0,150
1227,38,30,1339,1,149
1227,43,29,1341,1,148
1227,47,31,1350,2,147
1231,51,29,1363,3,146
1229,71,21,1361,3,145
1227,60,27,1342,3,144
1229,75,30,1293,3,143
1231,87,27,1275,3,142
1231,90,24,1287,3,141
1235,89,39,1308,3,140
1236,79,41,1350,3,139
1235,76,41,1353,3,138
1235,72,39,1358,3,137
1235,73,43,1361,3,136
1235,70,46,1327,3,135
1231,63,45,1327,3,134
1229,61,47,1321,3,133
1235,61,53,1331,3,132
1230,62,45,1326,3,131
1234,60,41,1323,3,130
1237,61,45,1325,3,129
1234,68,47,1323,3,128
1229,73,45,1317,3,127
1235,75,41,1305,3,126
1233,75,45,1305,3,125
1236,81,52,1287,3,125
1237,81,41,1289,3,125
1241,85,38,1287,3,125
1241,89,39,1301,3,124
1241,88,18,1286,3,123
1238,93,39,1274,3,123
1241,99,35,1253,3,123
1241,103,29,1225,3,123
1239,109,30,1173,2,123
1237,125,29,1077,1,123
1235,141,31,933,0,124
1229,157,24,781,0,125
1223,169,20,651,0,126
1224,179,15,551,0,127
1215,215,18,377,0,128
1211,284,9,221,0,129
1211,409,0,111,0,130
1207,583,4,47,0,131
1209,775,2,21,0,132
1206,989,0,12,0,133
1208,1213,0,9,0,133
1209,1407,0,5,0,132
1210,1582,0,6,0,131
1209,1640,0,1,0,130
1213,1675,0,0,0,129
1215,1676,0,3,0,128
1213,1669,0,3,0,127
1215,1618,0,4,0,126
1223,1587,0,1,0,125
1221,1528,0,6,0,124
1221,1544,0,0,0,123
1221,1524,0,2,0,122
1221,1555,0,4,0,121
1219,1543,0,4,0,120
1221,1531,0,4,0,119
1215,1545,0,4,0,118
1215,1573,0,5,0,117
1213,1555,0,4,0,116
1215,1555,0,7,0,115
1213,1593,0,4,0,114
1214,1592,0,5,0,113
1221,1591,0,0,0,112
1216,1578,0,0,0,111
1213,1507,0,5,0,110
1215,1371,0,6,0,109
1211,1227,0,9,0,109
1213,1067,0,12,0,110
1214,907,0,36,0,111
1221,726,1,57,0,112
1215,567,0,111,0,113
1225,427,0,171,0,114
1225,319,0,275,0,115
1229,261,5,377,0,116
1231,213,2,538,0,117
1239,185,1,655,0,118
1239,164,5,779,0,119
1242,147,5,857,0,120
1243,123,4,941,0,121
1247,110,5,1016,0,122
1249,95,3,1113,0,122
1255,75,4,1241,0,122
1257,61,3,1399,0,121
1259,52,4,1485,1,120
1260,55,5,1541,2,119
1261,52,5,1561,3,118
1261,57,7,1581,4,117
1259,59,3,1555,5,116
1257,63,4,1453,6,115
1255,69,0,1389,6,114
1254,73,3,1381,6,113
1255,75,0,1341,6,112
1251,77,5,1338,6,111
1253,75,5,1335,6,110
1252,79,3,1311,6,109
1251,77,3,1324,6,108
1252,75,5,1327,6,107
1247,77,5,1263,6,107
1243,84,6,1131,5,107
1239,100,1,923,4,108
1231,132,0,691,3,109
1227,165,0,523,2,110
1224,211,0,383,1,111
1221,263,4,270,0,112
1215,299,5,215,0,113
1215,348,2,165,0,114
1214,426,3,119,0,115
1214,543,1,83,0,116
1211,665,0,61,0,117
1214,793,0,39,0,118
1213,921,0,22,0,119
1213,1065,0,7,0,120
1212,1205,17,5,0,120
1221,1331,0,8,0,119
1213,1415,0,9,0,118
1215,1455,1,7,0,117
1215,1496,0,9,0,116
1223,1501,0,5,0,115
1215,1527,0,2,0,114
1223,1541,0,5,0,113
1215,1551,0,4,0,112
1215,1531,0,5,0,111
1213,1522,0,3,0,110
1212,1497,0,0,0,109
1215,1497,0,4,0,108
1213,1477,0,9,0,107
1211,1449,0,6,0,106
1215,1451,0,10,0,105
1209,1445,0,5,0,104
1210,1454,0,8,0,103
1209,1451,0,8,0,102
1205,1471,0,6,0,101
1205,1465,0,6,0,100
1205,1461,0,13,0,99
1205,1456,0,13,0,98
1199,1447,0,9,0,97
1197,1394,0,14,0,96
1197,1341,0,11,0,95
1192,1305,0,10,0,94
1191,1287,0,10,0,93
1189,1279,0,17,0,92
1188,1279,0,18,0,91
1181,1275,0,10,0,90
1184,1267,0,18,0,90
1179,1243,0,10,0,90
1179,1203,1,13,0,90
1177,1196,1,18,0,90
1176,1212,0,14,0,90
1172,1215,2,0,0,90
1173,1204,0,11,0,90
1169,1197,0,9,0,90
1171,1191,0,11,0,90
1167,1173,0,12,0,90
1170,1146,0,14,0,90
1163,1102,0,8,0,90
1162,1043,0,23,0,90
1161,957,0,23,0,91
1161,872,0,37,0,92
1158,793,0,43,0,93
1159,712,0,61,0,94
1159,629,0,89,0,95
1157,551,0,105,0,96
1157,457,0,125,0,97
1157,377,0,171,0,98
1159,301,0,229,0,99
1161,239,1,303,0,100
1163,187,0,419,0,101
1171,148,0,597,0,102
1175,115,0,839,0,103
1181,91,0,1141,0,103
1187,75,0,1401,1,102
1196,67,0,1639,2,101
1196,61,0,1768,3,100
1199,69,0,1718,4,99
1191,63,0,1628,5,98
1193,63,0,1662,6,97
1189,67,0,1675,7,96
1181,79,1,1397,8,95
1165,91,4,1129,7,95
1167,89,2,1078,6,95
1161,89,9,1066,5,95
1163,91,11,1048,4,95
1160,91,27,950,3,96
1159,87,40,795,2,97
1149,82,67,627,1,98
1148,73,103,548,0,99
1148,69,133,505,0,100
1147,57,167,477,0,101
1147,51,179,447,0,102
1148,56,222,407,0,103
1145,59,217,445,0,104
1145,71,169,563,0,105
1147,71,121,757,0,106
1151,71,103,815,0,107
1147,75,91,821,0,108
1151,69,73,919,0,109
1159,63,53,1133,0,109
1161,56,36,1209,0,109
1158,56,31,1134,0,109
1159,56,33,1105,0,109
1157,53,26,1158,0,109
1157,47,23,1229,0,109
1149,55,23,1188,0,109
1149,56,23,1187,0,109
1149,53,19,1206,0,109
1150,52,17,1221,0,108
1144,56,18,1209,0,107
1141,59,20,1195,0,107
1141,61,14,1189,0,107
1143,69,17,1197,0,106
1135,75,20,1237,0,105
1135,81,9,1279,0,104
1133,87,13,1319,1,103
1131,85,10,1340,2,102
1131,90,1,1368,3,101
1128,92,0,1325,4,100
1131,95,0,1333,5,99
1128,96,2,1373,6,98
1126,101,0,1363,7,97
1123,105,1,1361,8,96
1117,111,0,1335,9,95
1113,121,0,1325,9,94
1107,120,0,1306,9,93
1107,121,3,1305,9,92
1103,125,1,1260,9,91
1102,121,6,1221,9,90
1098,119,0,1189,9,89
1095,109,0,1141,9,88
1084,107,0,1071,8,88
1081,111,0,985,7,88
1077,104,0,931,6,88
1072,103,3,959,5,88
1075,100,0,1019,4,88
1077,87,0,1055,3,88
1075,77,3,1064,3,88
1079,77,0,1080,3,88
1077,84,5,1129,3,87
1079,95,0,1255,3,86
1081,104,0,1464,4,85
1087,107,1,1688,5,84
1085,111,1,1877,6,83
1085,107,1,2020,7,82
1081,103,2,2073,8,81
1080,109,5,2005,9,80
1065,139,9,1787,10,79
1055,167,1,1564,11,78
1047,201,0,1413,12,77
1043,232,9,1251,12,76
1037,254,22,1109,11,75
1033,283,23,1007,10,74
1022,293,27,979,9,73
1021,283,29,971,8,72
1022,274,37,987,7,71
1017,249,40,1006,6,70
1006,233,33,1013,5,69
1011,213,20,1047,4,68
1015,205,14,1039,3,67
1007,197,10,1035,2,66
1003,213,8,1031,1,65
1001,243,11,1003,0,64
995,253,7,973,0,63
991,282,10,859,0,62
985,329,6,677,0,62
973,395,9,484,0,63
966,463,9,347,0,64
959,543,0,275,0,65
952,603,3,229,0,66
947,649,6,197,0,67
943,679,2,176,0,67
942,711,13,167,0,67
935,715,10,171,0,67
932,731,11,170,0,67
927,739,12,165,0,67
927,749,12,153,0,67
923,760,12,155,0,67
921,783,14,135,0,67
917,803,16,140,0,67
916,825,16,135,0,67
909,872,14,112,0,67
909,909,16,99,0,67
904,951,17,93,0,66
903,990,17,95,0,65
895,1049,12,71,0,64
892,1107,10,79,0,63
887,1143,12,55,0,62
888,1158,12,58,0,61
880,1160,10,53,0,60
879,1141,0,51,0,59
874,1167,21,44,0,58
875,1140,22,39,0,57
867,1141,11,39,0,56
867,1115,10,43,0,55
861,1111,9,38,0,54
859,1111,6,51,0,53
855,1116,4,39,0,52
854,1113,8,35,0,51
845,1107,0,36,0,50
845,1094,9,35,0,50
841,1071,10,35,0,50
841,1067,4,43,0,50
837,1054,4,39,0,50
831,1021,6,35,0,50
827,1031,6,39,0,50
823,1015,8,41,0,50
823,1008,11,43,0,50
823,997,11,52,0,50
819,998,11,59,0,50
815,996,12,73,0,50
811,953,25,93,0,50
811,925,21,117,0,50
809,879,12,143,0,50
808,829,14,179,0,50
806,793,19,219,0,50
804,751,20,251,0,50
799,717,25,275,0,50
799,682,17,335,0,50
797,649,23,365,0,50
798,605,37,412,0,50
797,576,24,460,0,50
793,553,23,499,0,50
792,503,27,540,0,50
792,453,47,595,0,50
790,423,26,644,0,50
790,383,23,695,0,50
787,347,31,751,0,50
786,307,28,798,0,50
783,275,30,851,0,50
785,231,29,903,0,50
781,215,33,949,0,50
779,189,26,997,0,50
779,170,26,1045,1,50
782,151,27,1083,2,50
777,141,25,1095,3,50
775,136,29,1119,4,50
767,135,29,1115,5,50
765,134,25,1103,6,50
763,135,30,1085,7,50
763,125,28,1105,8,50
761,121,30,1099,9,50
761,123,25,1099,10,50
761,111,35,1103,11,50
759,109,38,1113,12,50
757,103,34,1092,13,50
755,94,40,1081,14,50
751,85,40,1067,15,50
748,75,39,1079,16,50
749,79,42,1105,17,50
747,69,41,1144,18,50
749,57,37,1177,19,50
748,52,37,1199,20,50
748,41,39,1211,21,50
745,40,42,1231,22,50
744,43,41,1231,23,50
746,35,47,1224,24,50
739,39,39,1216,25,50
741,35,43,1205,26,50
741,29,45,1204,27,50
740,39,41,1197,28,50
739,25,43,1200,29,50
734,26,45,1209,30,50
733,24,47,1209,31,50
730,21,51,1197,32,50
729,21,47,1198,33,50
731,10,43,1197,34,50
729,19,47,1183,35,50
729,26,48,1163,36,50
725,20,47,1176,37,50
726,20,41,1150,38,50
727,20,42,1150,39,50
727,17,42,1141,40,50
723,26,41,1128,41,50
722,19,38,1129,42,50
719,17,39,1116,43,50
717,24,41,1095,44,50
716,10,30,1083,45,50
713,18,38,1084,46,50
713,12,33,1069,47,50
712,19,35,1069,48,50
711,13,35,1041,49,50
711,12,31,1041,50,50
711,17,25,1033,51,50
703,8,30,1021,52,50
703,11,22,1031,53,50
701,9,25,1007,54,50
701,11,25,1000,55,50
699,11,22,971,56,50
697,10,23,953,57,50
700,14,30,931,58,50
697,7,21,893,59,50
694,13,25,877,60,50
696,7,24,859,61,50
693,11,25,867,62,50
692,10,24,824,63,50
691,9,29,809,64,50
687,7,39,767,65,50
685,5,45,735,65,50
685,9,55,698,65,50
685,11,68,667,65,50
683,11,77,613,65,51
683,9,91,574,65,52
679,5,109,535,65,53
678,5,133,499,65,54
675,6,143,469,65,55
671,7,164,453,65,56
676,6,182,413,65,57
675,7,203,397,65,58
669,7,219,375,65,59
671,5,232,345,65,60
668,5,263,339,65,61
668,11,273,310,65,62
665,9,288,295,65,63
665,11,307,283,65,64
664,8,332,255,65,65
664,5,357,244,65,66
661,5,371,223,65,67
661,11,390,203,65,68
659,9,404,191,65,69
659,10,415,181,65,70
655,8,427,166,65,71
652,10,441,149,65,72
654,7,461,137,65,73
652,14,484,121,65,74
651,13,489,107,65,75
651,0,504,99,65,76
649,10,531,89,65,77
649,19,553,85,65,78
648,8,563,77,65,79
649,7,587,63,65,80
645,9,607,57,65,81
647,9,622,55,65,82
645,11,659,52,65,83
646,9,679,41,65,84
638,9,691,43,65,85
645,11,729,40,66,86
637,6,725,36,67,87
637,10,723,40,68,88
637,15,729,39,69,89
638,3,744,35,70,90
635,11,743,37,71,91
637,6,751,39,72,92
635,8,757,37,73,93
636,7,763,35,74,94
633,8,775,39,75,95
633,7,776,39,76,96
634,11,777,39,77,97
633,6,787,45,78,98
631,13,791,43,79,99
631,10,789,41,80,100
627,6,765,45,81,101
632,9,743,42,82,102
627,9,761,45,83,103
632,5,777,46,84,104
628,9,781,45,85,105
629,9,779,55,86,106
623,12,756,57,87,107
621,10,728,57,88,108
623,11,731,61,89,109
627,12,741,64,90,110
621,11,715,69,91,111
627,8,697,74,92,112
622,8,711,69,93,113
627,8,697,71,94,114
620,12,671,73,95,115
627,11,677,76,96,116
619,12,669,74,97,117
622,17,652,83,97,118
621,13,669,75,98,119
622,14,669,79,99,120
619,8,650,79,100,121
619,13,650,71,100,122
619,13,644,87,100,123
619,13,628,89,100,124
617,17,612,91,100,125
619,17,605,100,100,126
617,14,591,100,100,127
619,20,589,103,100,128
618,19,583,105,100,129
617,17,581,103,100,130
617,14,575,115,100,131
617,19,565,111,100,132
615,13,565,106,100,133
615,22,555,119,100,134
