ldr_dc,ldr_db,ldr_ec,ldr_eb,az,el
1000,63,573,152,0,150
1003,57,567,172,0,150
1004,69,565,191,0,150
1012,73,552,203,0,150
1013,73,541,213,0,150
1019,77,549,218,0,150
1019,74,539,231,0,150
1031,79,541,233,0,150
1031,73,549,228,0,150
1039,78,551,227,0,150
1043,73,551,239,0,150
1045,75,557,229,0,150
1048,71,559,237,0,150
1051,73,567,221,0,150
1051,73,575,205,0,150
1055,68,587,204,0,150
1061,61,583,187,0,150
1063,61,587,201,0,150
1055,63,591,191,0,150
1067,73,590,205,0,150
1068,68,591,199,0,150
1072,69,598,188,0,150
1077,58,617,186,0,150
1079,55,627,172,0,150
1083,55,631,179,0,150
1083,55,638,165,0,150
1086,48,648,168,0,150
1093,40,637,163,0,150
1095,47,647,140,0,150
1097,53,636,155,0,150
1099,46,632,143,0,150
1103,53,630,133,0,150
1109,69,619,140,0,150
1109,51,583,111,0,150
1111,63,533,101,0,150
1115,69,463,86,0,150
1114,83,397,73,0,150
1123,93,329,58,0,150
1123,105,275,51,0,150
1128,111,228,42,0,150
1129,121,179,37,0,150
1134,127,157,33,0,150
1139,136,124,33,0,150
1143,149,115,26,0,150
1145,164,100,22,0,150
1151,159,83,22,0,150
1157,169,76,20,0,150
1161,168,63,17,0,150
1163,157,59,22,0,150
1167,144,51,13,0,150
1171,135,45,11,0,150
1179,121,39,9,0,150
1178,115,20,5,0,150
1182,105,30,9,0,150
1181,91,18,7,0,150
1189,96,25,5,0,150
1189,91,21,0,0,150
1191,87,27,4,0,150
1191,91,25,9,0,150
1195,93,21,3,0,150
1195,105,25,0,0,150
1199,105,22,5,0,150
1199,109,13,2,0,150
1199,127,14,5,0,150
1197,163,18,0,0,150
1203,197,20,1,0,150
1202,246,13,2,0,150
1203,313,4,8,0,150
1203,413,16,1,0,150
1205,541,11,7,0,150
1205,687,7,22,0,150
1207,824,4,3,0,150
1206,943,7,13,0,150
1210,1059,6,4,0,150
1209,1169,5,8,0,150
1209,1251,0,7,0,150
1211,1321,1,7,0,149
1211,1383,0,9,0,148
1211,1420,0,5,0,147
1213,1417,0,9,0,146
1210,1437,0,12,0,145
1209,1445,0,5,0,144
1209,1435,0,13,0,143
1207,1429,0,8,0,142
1205,1421,0,6,0,141
1205,1435,0,7,0,140
1204,1431,0,9,0,139
1205,1433,0,10,0,138
1205,1432,0,10,0,137
1203,1427,1,27,0,136
1199,1387,0,11,0,135
1197,1390,0,8,0,134
1193,1381,1,12,0,133
1194,1351,0,17,0,132
1194,1293,0,19,0,131
1191,1257,0,20,0,131
1189,1227,0,22,0,131
1189,1205,3,22,0,131
1187,1171,1,24,0,131
1183,1149,3,26,0,131
1183,1129,0,24,0,131
1182,1087,1,33,0,131
1177,1067,22,40,0,131
1175,1043,5,37,0,131
1175,988,0,51,0,132
1175,943,6,57,0,133
1175,903,4,75,0,134
1173,857,8,85,0,135
1173,793,12,105,0,136
1169,759,10,117,0,137
1173,717,8,123,0,138
1170,667,6,139,0,139
1171,636,9,154,0,140
1167,591,11,167,0,141
1165,543,8,183,0,142
1164,488,6,199,0,143
1161,412,12,222,0,144
1161,329,10,253,0,145
1164,261,8,284,0,146
1164,201,7,347,0,147
1165,151,9,367,0,148
1163,121,5,425,0,149
1165,99,6,491,0,150
1163,77,5,558,0,150
1165,67,2,667,0,150
1167,59,5,823,0,150
1173,52,3,987,0,150
1204,40,3,1133,0,150
1177,31,2,1293,0,149
1176,38,2,1397,1,148
1175,31,11,1491,2,147
1179,29,9,1565,3,146
1178,23,7,1614,4,145
1177,27,18,1647,5,144
1177,19,19,1631,6,143
1174,27,20,1638,7,142
1171,27,19,1635,8,141
1165,27,20,1627,9,140
1163,31,27,1568,10,139
1159,30,26,1516,11,138
1157,31,31,1447,12,137
1149,31,43,1416,13,136
1145,58,51,1335,14,135
1140,37,51,1255,15,134
1139,37,61,1169,15,134
1129,40,76,1067,15,134
1127,41,101,969,15,135
1123,42,121,875,14,136
1123,31,151,791,13,137
1116,31,187,709,12,138
1115,25,233,653,11,139
1109,31,277,581,10,140
1107,37,315,507,9,141
1105,27,379,439,8,142
1101,39,416,395,7,143
1097,27,429,379,6,144
1097,11,446,361,5,145
1087,30,465,328,4,146
1087,27,475,309,3,147
1081,28,477,283,2,148
1081,27,473,267,1,149
1079,29,485,255,0,150
1075,30,477,247,0,150
1069,29,491,233,0,150
1069,27,506,215,0,150
1065,27,517,191,0,150
1063,28,518,175,0,150
1062,29,524,170,0,150
1059,30,523,155,0,150
1052,25,532,147,0,150
1051,30,523,138,0,150
1047,27,508,143,0,150
1045,27,499,133,0,150
1041,29,499,139,0,150
1042,35,487,141,0,150
1039,37,479,140,0,150
1033,43,472,139,0,150
1032,41,467,137,0,150
1030,40,459,135,0,150
1018,41,455,137,0,150
1019,39,444,125,0,150
1016,44,445,127,0,150
1015,42,439,139,0,150
1011,45,440,135,0,150
1011,45,445,125,0,150
1005,50,447,123,0,150
1005,45,458,117,0,150
1000,45,467,119,0,150
999,40,483,103,0,150
995,44,495,105,0,150
995,43,519,89,0,150
989,39,531,89,0,150
987,39,549,84,0,150
987,29,569,83,0,150
983,35,589,75,0,150
981,31,616,69,0,150
979,27,638,59,0,150
975,30,651,61,0,150
971,24,655,51,0,150
967,29,628,45,0,150
960,27,595,46,0,150
957,26,556,44,0,150
955,31,487,45,0,150
951,34,415,30,0,150
950,37,337,24,0,150
947,39,261,24,0,150
943,31,201,17,0,150
939,35,153,18,0,150
941,39,123,16,0,150
939,38,95,7,0,150
939,37,73,6,0,150
932,41,60,9,0,150
933,45,53,8,0,150
925,37,39,4,0,150
931,41,39,2,0,150
921,41,29,3,0,150
921,43,27,1,0,150
916,45,26,2,0,150
915,43,11,3,0,150
907,45,16,1,0,150
907,43,13,0,0,150
901,43,8,2,0,150
896,45,11,3,0,150
891,41,7,2,0,150
889,37,14,0,0,150
885,38,7,0,0,150
883,33,3,3,0,150
877,39,5,0,0,150
875,41,8,0,0,150
869,43,8,2,0,150
867,44,11,3,0,150
859,45,5,0,0,150
859,45,9,3,0,150
851,55,0,0,0,150
847,55,9,0,0,150
841,60,8,0,0,150
841,69,9,0,0,150
831,63,10,4,0,150
831,63,8,0,0,150
825,53,10,6,0,150
827,51,7,1,0,150
821,39,9,0,0,150
819,29,10,0,0,150
813,25,13,1,0,150
813,20,9,2,0,150
808,20,6,0,0,150
807,18,10,0,0,150
798,16,12,2,0,150
797,18,13,1,0,150
793,11,8,5,0,150
790,19,12,0,0,150
783,14,19,2,0,150
781,13,17,0,0,150
776,13,9,0,0,150
775,23,9,0,0,150
763,18,12,2,0,150
765,20,14,17,0,150
759,28,13,1,0,150
759,31,13,2,0,150
751,35,19,1,0,150
747,31,19,0,0,150
744,53,19,1,0,150
743,73,20,2,0,150
733,87,19,7,0,150
735,115,17,6,0,150
729,167,19,8,0,150
725,227,12,17,0,150
717,313,14,10,0,150
715,414,11,17,0,150
703,543,9,13,0,150
709,663,6,11,0,150
700,783,5,13,0,150
695,904,0,18,0,149
691,1019,1,13,0,148
691,1111,2,8,0,147
685,1167,4,5,0,146
685,1203,0,11,0,145
682,1221,0,19,0,144
681,1231,0,9,0,143
675,1237,0,14,0,142
676,1237,4,17,0,141
669,1245,0,9,0,140
668,1244,1,13,0,139
665,1261,0,11,0,138
663,1253,0,19,0,137
659,1269,0,7,0,136
659,1252,0,18,0,135
653,1241,0,11,0,134
653,1211,0,18,0,133
647,1206,0,23,0,132
647,1195,0,18,0,131
645,1175,0,25,0,130
637,1145,0,23,0,129
635,1110,0,31,0,128
633,1065,0,30,0,127
629,1020,0,34,0,126
630,997,7,45,0,125
626,959,3,45,0,124
623,954,5,48,0,123
617,955,5,53,0,122
618,972,3,53,0,121
611,967,10,47,0,120
611,955,5,52,0,119
605,941,5,48,0,118
604,940,4,59,0,117
601,935,9,57,0,116
599,924,4,61,0,115
595,926,10,71,0,114
596,919,11,70,0,113
589,921,8,71,0,112
589,916,7,75,0,111
584,895,13,75,0,110
585,890,11,83,0,109
582,885,10,88,0,108
583,871,11,89,0,107
572,863,8,92,0,106
573,853,3,93,0,105
569,839,13,104,0,104
569,819,10,109,0,103
566,804,19,122,0,102
565,789,20,137,0,101
563,764,18,155,0,100
563,741,23,169,0,99
558,699,21,203,0,98
559,663,23,231,0,97
556,622,27,267,0,96
559,583,28,301,0,95
557,541,30,341,0,94
563,489,33,378,0,93
559,437,45,422,0,92
563,393,45,469,0,91
557,345,53,506,0,90
559,295,69,555,0,89
557,265,69,581,0,88
562,227,77,627,0,87
559,215,83,681,0,86
559,189,86,725,0,85
559,176,89,744,0,84
562,171,97,763,1,83
557,163,100,767,2,82
558,143,103,791,3,81
559,135,101,813,4,80
557,121,105,821,5,79
557,119,99,827,6,78
555,123,95,845,7,77
556,117,90,845,8,76
559,117,89,861,9,75
555,117,88,860,10,74
556,117,81,868,11,73
555,115,85,863,12,72
560,109,79,891,13,71
556,107,77,891,14,70
557,107,69,886,15,69
557,105,73,891,16,68
559,99,69,876,17,67
555,91,75,871,18,66
554,93,79,855,19,65
553,103,86,851,20,64
553,93,87,825,21,63
555,95,91,807,22,62
559,89,99,805,23,61
559,90,93,797,24,60
555,89,95,783,25,59
554,89,98,789,26,58
553,89,87,787,27,57
553,92,101,749,28,56
553,85,99,741,29,55
554,91,100,732,30,54
555,87,94,719,31,53
552,89,99,695,32,52
553,87,105,677,33,51
553,91,109,664,34,51
557,82,115,661,35,51
559,79,119,649,36,51
559,79,121,659,37,51
556,83,121,669,38,51
559,73,123,669,39,51
559,75,121,677,40,51
559,79,119,676,41,51
557,89,115,683,42,51
559,74,101,693,43,50
557,76,123,685,44,50
559,77,119,680,45,50
559,78,118,669,46,50
563,74,118,664,47,50
560,77,117,669,48,50
559,73,116,663,49,50
560,72,121,657,50,50
567,69,111,649,51,50
564,73,127,638,52,50
567,76,145,623,53,50
567,75,163,597,54,50
566,78,167,580,55,50
566,76,185,559,56,51
565,79,234,541,57,52
567,72,217,533,58,53
566,71,216,523,59,54
565,62,216,533,60,55
565,70,205,537,61,56
564,68,227,549,62,57
568,61,207,567,63,58
566,71,203,581,64,59
568,58,190,619,65,59
563,69,189,613,66,59
569,63,187,615,67,59
567,69,182,623,68,59
569,72,183,619,69,59
569,69,183,619,70,59
570,67,173,621,71,59
569,61,175,619,72,59
571,59,180,614,73,59
569,61,176,613,74,59
572,61,173,616,75,59
571,64,180,614,76,59
573,68,173,619,77,59
572,71,167,617,78,59
571,74,175,613,79,59
573,73,173,605,80,59
573,71,175,601,81,59
573,71,179,590,82,59
579,73,181,585,83,60
575,73,184,567,84,61
575,83,187,567,84,62
573,67,190,555,85,63
575,59,201,552,86,64
571,57,204,553,87,65
573,53,203,559,88,66
571,57,203,555,89,67
573,51,207,557,90,68
573,42,203,543,91,69
572,41,218,543,92,70
575,37,215,533,93,71
575,37,213,524,94,72
572,37,226,503,95,73
573,35,231,484,96,74
573,37,235,479,97,75
581,30,243,459,97,76
573,30,248,447,97,77
573,27,263,425,97,78
573,27,277,399,97,79
575,25,285,376,97,80
573,25,298,365,97,81
579,26,299,359,97,82
572,27,307,359,97,83
575,29,319,331,97,84
574,27,329,327,97,85
579,25,345,315,97,86
579,27,367,298,97,87
580,30,390,294,97,88
575,33,421,274,97,89
579,26,445,251,97,90
575,39,474,233,97,91
582,35,509,207,97,92
582,44,547,179,97,93
581,36,587,157,98,94
585,38,631,139,99,95
583,41,651,115,100,96
581,37,654,107,101,97
582,33,669,99,102,98
573,35,700,93,103,99
583,39,728,77,104,100
576,31,713,75,105,101
581,30,690,75,106,102
575,25,713,71,107,103
585,27,758,58,108,104
584,27,805,55,109,105
582,28,807,47,110,106
581,25,813,44,111,107
583,45,815,43,112,108
583,23,809,43,113,109
585,23,795,42,114,110
583,23,819,45,115,111
579,21,793,40,116,112
575,21,775,43,117,113
581,25,783,40,118,114
583,22,763,37,119,115
581,22,734,37,120,116
583,22,747,39,121,117
585,22,745,36,122,118
583,21,731,37,123,119
581,21,727,33,124,120
581,22,714,25,125,121
582,24,697,35,126,122
583,20,697,26,127,123
584,21,671,26,127,124
575,23,651,23,127,125
582,23,649,21,127,126
583,23,653,20,127,127
583,25,651,19,127,128
583,21,654,22,127,129
585,20,655,19,127,130
583,26,649,26,127,131
587,41,655,20,127,132
585,31,649,19,127,133
585,23,648,20,127,134
584,24,649,20,127,135
585,25,639,19,127,136
585,27,627,20,127,137
585,26,615,23,127,138
584,24,598,21,127,139
587,29,585,21,127,140
585,27,573,25,127,141
587,29,554,21,127,142
586,27,536,22,127,143
585,29,499,25,127,144
586,37,461,44,126,145
589,43,419,67,125,146
589,44,373,94,124,147
591,53,329,135,123,148
595,59,287,184,122,149
597,62,263,236,121,150
599,71,230,315,120,150
603,74,206,405,120,150
607,75,179,471,120,150
614,71,157,571,120,150
617,76,147,613,120,150
617,79,148,601,120,150
621,81,135,645,120,150
621,85,125,648,120,150
623,85,111,699,121,150
627,89,99,805,122,149
627,92,84,891,123,148
631,91,77,927,124,147
631,100,71,971,125,146
633,105,62,1003,126,145
631,103,57,1055,127,144
635,114,67,1078,128,143
635,111,68,1122,129,142
639,117,74,1151,130,141
639,135,77,1200,131,140
647,115,81,1251,132,139
649,117,79,1326,133,138
653,117,83,1391,134,137
655,119,79,1459,135,136
659,111,75,1563,136,135
664,104,72,1675,137,134
669,107,69,1751,138,133
669,108,56,1823,139,132
672,105,56,1895,140,131
677,99,52,1933,141,130
677,90,47,1947,142,129
676,87,45,1957,143,128
679,87,46,1933,144,127
679,87,51,1868,145,126
677,89,55,1831,146,125
678,91,53,1798,147,124
681,89,57,1816,148,123
679,87,55,1821,149,122
681,87,53,1855,150,121
683,85,52,1860,151,120
685,77,53,1855,152,119
685,75,47,1816,153,118
683,75,46,1807,154,117
684,82,47,1741,155,116
683,79,47,1719,156,115
678,83,59,1628,157,114
677,79,51,1581,158,113
675,85,53,1481,159,112
676,91,47,1406,160,111
670,91,52,1326,161,110
667,101,47,1166,162,109
669,117,44,1049,163,108
667,135,45,939,164,107
663,157,45,816,164,106
664,181,43,731,164,105
659,211,37,607,163,104
659,229,41,541,162,104
655,237,37,499,161,104
659,245,37,441,160,104
653,255,31,407,159,104
655,271,30,371,158,104
655,270,28,363,157,104
661,263,25,383,156,104
655,267,27,373,155,104
657,269,22,355,154,104
656,265,23,359,153,104
661,277,21,345,152,104
659,287,18,327,151,104
662,301,22,317,150,104
661,328,21,299,149,104
663,361,21,279,148,104
660,395,20,253,147,104
661,447,22,221,146,104
661,509,20,186,145,104
663,569,19,158,144,104
662,607,21,149,143,104
664,660,19,141,142,103
662,692,13,123,141,102
663,710,17,121,140,101
664,743,16,117,139,100
664,782,14,111,138,99
665,821,13,107,137,98
667,855,12,101,136,97
667,877,17,100,135,96
667,927,11,91,134,95
667,955,10,89,133,94
668,985,12,85,132,93
669,1019,11,55,131,92
669,1060,12,77,130,91
671,1077,10,70,129,90
671,1101,9,69,128,89
669,1133,6,59,127,88
670,1141,9,57,126,87
671,1175,8,60,125,86
672,1212,6,47,124,85
675,1228,8,37,123,84
675,1239,6,45,122,83
677,1233,9,43,121,82
679,1211,3,37,120,81
677,1273,3,31,119,80
679,1304,3,29,118,79
681,1355,2,26,117,78
681,1368,5,5,116,77
683,1269,2,27,115,76
684,1157,2,29,114,75
683,1243,1,26,113,74
683,1234,0,21,112,73
683,1243,2,24,111,72
685,1205,0,21,110,71
687,1175,3,27,109,70
687,1119,2,21,108,69
692,1103,4,23,107,68
686,1063,0,24,106,67
687,1041,0,19,105,66
692,995,6,27,104,65
691,928,2,22,103,64
693,890,7,18,102,63
699,857,0,17,101,62
695,809,0,23,100,61
695,759,0,23,99,61
697,685,1,24,98,61
699,617,0,23,97,61
699,579,0,24,96,61
701,568,0,22,95,62
703,551,0,26,94,63
711,503,0,24,93,64
711,443,4,27,92,65
713,391,0,25,91,66
713,373,5,20,90,67
715,361,5,22,89,68
723,347,5,28,88,69
725,319,3,25,87,70
725,285,11,22,86,71
725,281,5,22,85,72
727,287,9,28,84,73
725,293,10,26,83,74
729,275,19,24,82,75
732,265,16,26,81,76
731,283,13,27,80,77
731,279,17,31,79,78
731,269,20,25,78,79
735,275,20,26,77,80
735,273,18,23,76,81
741,268,30,24,75,82
741,255,24,28,74,83
743,229,24,29,73,84
744,233,27,27,72,85
745,235,28,31,71,86
746,221,36,22,70,87
747,219,29,20,69,88
748,207,33,25,68,89
755,205,44,25,67,90
755,197,37,23,66,91
761,167,39,20,65,92
759,181,41,23,64,93
763,189,44,18,63,94
767,185,52,22,62,95
774,179,47,21,61,96
777,176,53,21,60,97
781,189,59,31,59,98
781,207,57,22,58,99
787,209,53,21,57,100
789,217,58,21,56,101
793,231,59,23,55,102
795,263,69,26,54,103
798,255,61,26,53,104
805,267,61,24,52,105
809,297,53,30,51,106
813,305,58,27,50,107
815,301,69,28,49,108
821,309,58,28,48,109
825,343,71,25,47,110
829,339,51,29,46,111
839,365,53,29,45,112
839,411,51,27,44,113
843,441,46,30,43,114
849,423,54,25,42,115
853,429,58,24,41,116
855,443,45,34,40,117
860,475,47,27,39,118
867,459,47,25,38,119
872,471,42,28,37,120
872,491,51,31,36,121
878,481,47,29,35,122
883,483,39,31,34,123
890,499,43,26,33,124
891,519,41,27,32,125
901,527,39,24,31,126
904,519,37,21,30,127
911,525,33,4,29,128
915,533,37,20,28,129
920,543,35,9,27,130
922,555,35,20,26,131
927,557,40,10,25,132
931,573,30,17,24,133
936,582,36,24,23,134
937,598,29,24,22,135
947,609,24,19,21,136
944,629,29,19,20,137
951,659,31,11,19,138
952,681,27,11,18,139
959,676,21,22,17,140
965,681,28,17,16,141
971,693,22,17,15,142
973,691,25,13,14,143
981,693,20,19,13,144
981,700,20,11,12,145
987,688,11,7,11,146
991,685,18,8,10,147
999,687,19,11,9,148
1003,717,21,13,8,149
1004,708,19,1,7,150
1006,709,16,8,6,150
1018,697,27,5,5,150
1029,697,11,3,4,150
1031,691,11,12,3,150
1039,691,14,4,2,150
1045,671,11,2,1,150
1047,679,18,8,0,150
1052,677,21,3,0,150
1055,677,10,10,0,150
1062,666,19,9,0,150
1061,659,9,11,0,150
1067,649,13,8,0,150
1068,639,17,13,0,150
1071,645,7,11,0,150
1075,635,11,9,0,150
1079,623,20,13,0,150
1079,627,19,16,0,150
1083,589,8,17,0,150
1087,601,18,13,0,150
1093,601,23,19,0,150
1095,573,23,19,0,150
1097,553,23,19,0,150
1101,539,21,21,0,150
1107,525,24,24,0,150
1107,507,21,23,0,150
1109,499,31,23,0,150
1111,489,20,26,0,150
1117,485,26,29,0,150
1119,475,27,29,0,150
1127,463,37,39,0,150
1125,477,41,43,0,150
1129,477,45,43,0,150
1130,471,58,61,0,150
1135,469,58,87,0,150
1139,463,77,99,0,150
1143,456,85,124,0,150
1145,456,95,141,0,150
1149,447,104,165,0,150
1155,443,107,191,0,150
1160,445,119,221,0,150
1167,419,133,253,0,150
1167,420,137,287,0,150
1167,397,147,313,0,150
1175,373,169,329,0,150
1178,383,167,361,0,150
1181,355,171,379,0,150
1183,339,179,404,0,150
1191,329,179,426,0,150
1193,311,187,443,0,150
1197,284,188,471,0,150
1198,264,201,502,0,150
1204,241,207,505,0,150
1205,218,205,539,0,150
1209,200,211,574,0,150
1211,181,213,580,0,150
1221,180,233,597,0,150
1221,153,222,601,0,150
1224,149,215,610,0,150
1225,121,233,618,0,150
1230,103,217,621,0,150
1227,95,246,629,0,150
1229,87,249,637,0,150
1230,83,255,631,0,150
1235,69,261,627,0,150
1235,60,263,623,0,150
1236,61,268,628,0,150
1237,53,265,627,0,150
1239,47,271,638,0,150
1237,51,275,615,0,150
1240,47,279,605,0,150
1239,39,280,601,0,150
1239,40,291,599,0,150
1243,31,291,587,0,150
1245,30,297,581,0,150
1243,29,293,557,0,150
1246,31,287,555,0,150
1243,30,295,535,0,150
1245,39,287,509,0,150
1244,37,303,487,0,150
1245,36,311,437,0,150
1245,39,318,425,0,150
1245,35,331,375,0,150
1243,39,332,340,0,150
1241,31,330,303,0,150
1239,29,329,244,0,150
1237,25,308,209,0,150
1231,38,269,186,0,150
1229,31,275,175,0,150
1231,43,253,177,0,150
1230,47,248,174,0,150
1227,57,228,168,0,150
1222,67,215,169,0,150
1223,63,211,171,0,150
1215,63,201,173,0,150
1221,73,183,173,0,150
1215,73,180,175,0,150
1213,73,179,171,0,150
1212,67,179,166,0,150
1213,59,175,167,0,150
1211,57,171,168,0,150
1209,57,175,168,0,150
1210,63,169,159,0,150
1208,62,165,163,0,150
1207,67,159,166,0,150
1206,75,160,159,0,150
1203,91,152,157,0,150
1203,87,148,152,0,150
1199,84,151,147,0,150
1197,84,143,149,0,150
1197,85,135,150,0,150
1195,85,137,152,0,150
1193,91,135,154,0,150
1195,87,127,151,0,150
1192,84,125,147,0,150
1192,87,121,137,0,150
1191,87,121,139,0,150
1189,82,115,143,0,150
1191,85,121,133,0,150
1187,83,111,125,0,150
1182,85,115,135,0,150
1182,83,117,134,0,150
1183,89,111,137,0,150
1181,85,119,141,0,150
1179,81,123,134,0,150
1181,77,125,135,0,150
1177,83,133,143,0,150
1177,86,135,145,0,150
1173,85,138,147,0,150
1175,93,149,155,0,150
1173,99,152,159,0,150
1176,103,159,165,0,150
1173,110,168,172,0,150
1173,104,175,185,0,150
1171,107,183,186,0,150
1171,101,188,189,0,150
1167,70,201,190,0,150
1166,93,205,204,0,150
1167,95,203,213,0,150
1165,87,215,215,0,150
1163,83,223,220,0,150
1163,77,227,223,0,150
1161,63,235,231,0,150
1163,58,231,243,0,150
1162,57,237,249,0,150
1165,61,245,264,0,150
1163,68,267,279,0,150
1164,71,265,297,0,150
1161,75,275,303,0,150
1161,67,283,315,0,150
1161,71,288,333,0,150
1161,72,299,343,0,150
1160,75,299,349,0,150
1159,87,299,347,0,150
1158,87,309,351,0,150
1159,87,309,355,0,150
1157,82,310,360,0,150
1157,88,311,366,0,150
1158,89,313,367,0,150
1159,102,315,379,0,150
1149,109,315,379,0,150
1151,123,313,390,0,150
1147,125,319,379,0,150
1145,135,325,375,0,150
1145,121,329,392,0,150
1145,120,331,403,0,150
1145,111,333,423,0,150
1148,105,331,447,0,150
1147,99,318,475,0,150
1151,92,311,488,0,150
1147,83,313,503,0,150
1149,76,294,519,0,150
1147,71,280,532,0,150
1149,75,277,533,0,150
1147,63,267,540,0,150
1149,59,267,539,0,150
1147,58,268,543,0,150
1148,55,255,543,0,150
1145,47,271,558,0,150
1143,43,248,581,0,150
1143,44,244,591,0,150
1143,43,231,605,0,150
1143,41,243,621,0,150
1143,43,219,645,0,150
1141,41,198,634,0,150
1141,41,211,648,0,150
1139,39,213,651,0,150
1139,43,204,662,0,150
1133,41,205,659,0,150
1134,43,191,663,0,150
1133,37,181,676,0,150
1131,35,197,677,0,150
1131,39,184,683,0,150
1129,38,183,686,0,150
1127,37,189,683,0,150
1127,33,190,687,0,150
1125,35,187,699,0,150
1124,37,183,715,0,150
1119,37,179,727,0,150
1118,38,171,733,0,150
1117,39,171,745,0,150
1119,29,165,747,0,150
1115,41,165,765,0,150
1114,41,155,797,0,150
1112,39,147,807,0,150
1111,44,136,846,0,150
1107,40,124,855,0,150
1109,37,116,856,0,150
1101,41,119,859,0,150
1101,44,121,857,0,150
1100,47,119,863,0,150
1099,53,127,851,0,150
1095,53,133,845,0,150
1095,45,133,837,0,150
1093,54,138,843,0,150
1087,59,133,831,0,150
1083,62,127,828,0,150
1083,71,135,827,0,150
1080,73,139,831,0,150
1081,71,135,839,0,150
1077,67,137,839,0,150
1077,69,137,827,0,150
1069,69,135,829,0,150
1071,67,127,831,0,150
1068,75,120,823,0,150
1066,75,119,823,0,150
1063,73,111,815,0,150
1062,79,106,811,0,150
1059,85,104,809,0,150
1061,78,103,814,0,150
1052,85,101,824,0,150
1055,85,100,829,0,150
1050,83,91,843,0,150
1051,85,91,851,0,150
1047,85,84,860,0,150
1047,86,73,860,0,150
1043,89,76,865,0,150
1045,83,77,877,0,150
1041,80,74,888,0,150
1041,83,72,909,0,150
1037,93,73,919,0,150
1035,77,71,916,0,150
1033,76,71,927,0,150
1033,79,74,933,0,150
1023,79,63,941,0,150
1019,75,63,941,0,150
1018,76,67,953,0,150
